id,label
603,1
604,1
605,1
606,0
607,1
608,1
609,1
610,1
611,1
612,1
613,0
614,1
615,0
616,1
617,1
618,0
619,0
620,1
621,0
622,0
623,0
624,0
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,0
635,1
636,1
637,1
638,1
639,0
640,1
641,0
642,1
643,1
644,1
645,1
646,1
647,1
648,0
649,1
650,1
651,1
652,1
653,0
654,1
655,1
656,0
657,1
658,1
659,1
660,1
661,1
662,0
663,0
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,0
672,1
673,1
674,0
675,0
676,1
677,1
678,0
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,0
694,0
695,1
696,1
697,1
698,0
699,0
700,1
701,0
702,0
703,0
704,0
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,0
718,1
719,1
720,0
721,0
722,0
723,1
724,1
725,1
726,0
727,1
728,1
729,0
730,1
731,1
732,1
733,1
734,1
735,1
736,0
737,0
738,1
739,0
740,1
741,1
742,0
743,1
744,1
745,1
746,1
747,1
748,0
749,0
750,0
751,1
752,1
753,1
754,1
755,0
756,0
757,1
758,0
759,0
760,1
761,1
762,0
763,0
764,0
765,1
766,1
767,1
768,1
769,1
770,0
771,1
772,1
773,0
774,1
775,0
776,0
777,1
778,1
779,1
780,1
781,0
782,1
783,1
784,1
785,1
786,1
787,0
788,1
789,0
790,1
791,1
792,1
793,1
794,1
795,0
796,1
797,1
798,1
799,1
800,1
801,0
802,1
803,1
804,0
805,0
806,1
807,1
808,1
809,1
810,1
811,0
812,1
813,0
814,0
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,0
825,0
826,1
827,1
828,1
829,0
830,1
831,0
832,1
833,1
834,1
835,1
836,0
837,1
838,0
839,1
840,0
841,0
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,0
850,1
851,1
852,0
853,0
854,1
855,1
856,1
857,1
858,1
859,0
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,0
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,0
878,1
879,1
880,0
881,1
882,1
883,1
884,1
885,1
886,0
887,1
888,1
889,0
890,1
891,1
892,1
893,1
894,0
895,1
896,1
897,1
898,0
899,1
900,1
901,1
902,0
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,0
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,0
921,1
922,1
923,1
924,1
925,0
926,0
927,0
928,1
929,1
930,1
931,0
932,1
933,0
934,0
935,1
936,1
937,1
938,0
939,1
940,1
941,0
942,0
943,0
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,0
953,1
954,1
955,1
956,1
957,0
958,1
959,0
960,1
961,0
962,0
963,1
964,1
965,0
966,1
967,0
968,0
969,1
970,1
971,1
972,1
973,0
974,1
975,1
976,1
977,1
978,0
979,1
980,1
981,1
982,1
983,1
984,1
985,0
986,0
987,1
988,1
989,0
990,1
991,0
992,1
993,1
994,1
995,1
996,0
997,1
998,1
999,0
1000,1
1001,1
1002,1
1003,1
1004,1
1005,0
1006,1
1007,1
1008,0
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,0
1016,1
1017,0
1018,1
1019,1
1020,1
1021,1
1022,0
1023,0
1024,1
1025,1
1026,1
1027,0
1028,0
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,0
1036,0
1037,0
1038,1
1039,0
1040,1
1041,1
1042,1
1043,0
1044,0
1045,1
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,0
1059,1
1060,0
1061,0
1062,1
1063,0
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,0
1077,0
1078,0
1079,1
1080,1
1081,1
1082,1
1083,1
1084,0
1085,1
1086,1
1087,1
1088,0
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,0
1098,1
1099,0
1100,0
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,1
1108,0
1109,0
1110,1
1111,0
1112,0
1113,0
1114,1
1115,1
1116,1
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,0
1124,0
1125,0
1126,0
1127,0
1128,1
1129,1
1130,1
1131,1
1132,0
1133,0
1134,0
1135,0
1136,1
1137,1
1138,1
1139,1
1140,0
1141,0
1142,0
1143,1
1144,1
1145,1
1146,1
1147,1
1148,0
1149,1
1150,0
1151,1
1152,0
1153,0
1154,1
1155,1
1156,1
1157,0
1158,1
1159,0
1160,0
1161,1
1162,1
1163,1
1164,0
1165,0
1166,1
1167,1
1168,0
1169,1
1170,0
1171,1
1172,1
1173,1
1174,1
1175,1
1176,0
1177,0
1178,1
1179,1
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,1
1187,0
1188,0
1189,1
1190,1
1191,1
1192,0
1193,0
1194,0
1195,1
1196,1
1197,1
1198,0
1199,1
1200,1
1201,1
1202,1
1203,0
1204,1
1205,1
1206,0
1207,0
1208,1
1209,0
1210,1
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,1
1218,1
1219,0
1220,0
1221,0
1222,0
1223,1
1224,1
1225,1
1226,0
1227,1
1228,1
1229,0
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,0
1245,1
1246,1
1247,1
1248,1
1249,0
1250,1
1251,1
1252,0
1253,1
1254,1
1255,1
1256,0
1257,1
1258,0
1259,0
1260,0
1261,1
1262,1
1263,1
1264,0
1265,1
1266,0
1267,1
1268,1
1269,1
1270,0
1271,1
1272,1
1273,1
1274,0
1275,1
1276,1
1277,0
1278,1
1279,1
1280,1
1281,0
1282,1
1283,1
1284,0
1285,0
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,0
1294,1
1295,0
1296,0
1297,0
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,0
1305,1
1306,1
1307,0
1308,1
1309,1
1310,1
1311,1
1312,1
1313,0
1314,0
1315,1
1316,0
1317,1
1318,1
1319,1
1320,1
1321,0
1322,0
1323,0
1324,1
1325,0
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,0
1336,0
1337,0
1338,0
1339,0
1340,1
1341,1
1342,1
1343,1
1344,1
1345,0
1346,0
1347,0
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,0
1355,0
1356,1
1357,0
1358,1
1359,0
1360,1
1361,0
1362,0
1363,0
1364,0
1365,0
1366,1
1367,1
1368,1
1369,1
1370,1
1371,0
1372,1
1373,1
1374,0
1375,1
1376,1
1377,1
1378,1
1379,0
1380,1
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,0
1389,1
1390,1
1391,1
1392,1
1393,1
1394,0
1395,0
1396,1
1397,0
1398,0
1399,1
1400,1
1401,1
1402,1
1403,1
1404,0
1405,1
1406,1
1407,0
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,0
1415,0
1416,1
1417,0
1418,0
1419,0
1420,1
1421,1
1422,1
1423,0
1424,1
1425,1
1426,0
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,0
1435,1
1436,1
1437,1
1438,0
1439,1
1440,0
1441,1
1442,1
1443,1
1444,1
1445,1
1446,0
1447,1
1448,1
1449,1
1450,0
1451,0
1452,1
1453,0
1454,1
1455,1
1456,1
1457,1
1458,0
1459,0
1460,0
1461,0
1462,1
1463,0
1464,0
1465,0
1466,0
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,0
1474,0
1475,0
1476,1
1477,0
1478,0
1479,0
1480,0
1481,1
1482,0
1483,1
1484,0
1485,1
1486,1
1487,1
1488,0
1489,0
1490,0
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,0
1500,0
1501,1
1502,0
1503,0
1504,1
1505,0
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,0
1513,1
1514,1
1515,0
1516,1
1517,1
1518,0
1519,1
1520,1
1521,1
1522,1
1523,0
1524,1
1525,1
1526,1
1527,0
1528,0
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,0
1536,1
1537,1
1538,1
1539,1
1540,0
1541,1
1542,1
1543,0
1544,1
1545,0
1546,1
1547,0
1548,0
1549,1
1550,1
1551,0
1552,0
1553,1
1554,1
1555,0
1556,1
1557,1
1558,1
1559,0
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,0
1568,1
1569,1
1570,0
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,0
1583,0
1584,0
1585,1
1586,1
1587,1
1588,0
1589,0
1590,1
1591,1
1592,0
1593,0
1594,0
1595,1
1596,1
1597,0
1598,0
1599,1
1600,1
1601,0
1602,1
1603,0
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,1
1611,0
1612,1
1613,0
1614,1
1615,0
1616,1
1617,1
1618,0
1619,1
1620,1
1621,1
1622,0
1623,1
1624,1
1625,1
1626,0
1627,0
1628,1
1629,1
1630,1
1631,0
1632,1
1633,1
1634,0
1635,0
1636,1
1637,1
1638,1
1639,1
1640,1
1641,0
1642,1
1643,1
1644,1
1645,1
1646,0
1647,1
1648,0
1649,1
1650,0
1651,1
1652,1
1653,1
1654,1
1655,0
1656,0
1657,0
1658,1
1659,1
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,1
1668,0
1669,1
1670,1
1671,1
1672,1
1673,1
1674,0
1675,1
1676,1
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,1
1688,1
1689,0
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,0
1698,1
1699,0
1700,0
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,0
1711,1
1712,0
1713,1
1714,0
1715,1
1716,1
1717,1
1718,0
1719,0
1720,1
1721,0
1722,1
1723,0
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,0
1735,0
1736,0
1737,1
1738,0
1739,0
1740,0
1741,0
1742,1
1743,0
1744,1
1745,0
1746,1
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,0
1754,1
1755,1
1756,0
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,0
1764,1
1765,1
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,0
1775,1
1776,1
1777,1
1778,0
1779,0
1780,1
1781,1
1782,1
1783,1
1784,1
1785,0
1786,0
1787,1
1788,1
1789,1
1790,1
1791,1
1792,0
1793,1
1794,1
1795,0
1796,0
1797,1
1798,1
1799,0
1800,1
1801,1
1802,0
1803,1
1804,0
1805,0
1806,0
1807,0
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,0
1819,0
1820,1
1821,1
1822,1
1823,0
1824,0
1825,1
1826,0
1827,1
1828,0
1829,1
1830,1
1831,1
1832,1
1833,0
1834,0
1835,0
1836,1
1837,0
1838,1
1839,1
1840,1
1841,1
1842,0
1843,1
1844,0
1845,1
1846,1
1847,0
1848,1
1849,1
1850,1
1851,1
1852,0
1853,1
1854,0
1855,1
1856,0
1857,0
1858,1
1859,1
1860,1
1861,1
1862,0
1863,1
1864,0
1865,1
1866,1
1867,0
1868,0
1869,0
1870,1
1871,0
1872,1
1873,0
1874,1
1875,1
1876,1
1877,0
1878,1
1879,0
1880,0
1881,1
1882,1
1883,0
1884,1
1885,0
1886,0
1887,1
1888,1
1889,0
1890,1
1891,1
1892,1
1893,0
1894,0
1895,1
1896,1
1897,0
1898,1
1899,0
1900,0
1901,0
1902,1
1903,1
1904,1
1905,1
1906,0
1907,1
1908,0
1909,1
1910,1
1911,1
1912,1
1913,0
1914,1
1915,1
1916,1
1917,1
1918,1
1919,0
1920,0
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,0
1928,1
1929,0
1930,0
1931,1
1932,1
1933,0
1934,1
1935,0
1936,0
1937,1
1938,1
1939,1
1940,1
1941,1
1942,0
1943,0
1944,0
1945,1
1946,0
1947,1
1948,1
1949,1
1950,1
1951,0
1952,1
1953,0
1954,1
1955,0
1956,1
1957,1
1958,0
1959,0
1960,0
1961,1
1962,1
1963,1
1964,1
1965,0
1966,0
1967,0
1968,1
1969,1
1970,1
1971,0
1972,1
1973,1
1974,0
1975,1
1976,1
1977,1
1978,0
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,1
1991,1
1992,0
1993,0
1994,1
1995,0
1996,1
1997,1
1998,0
1999,0
2000,1
2001,0
2002,1
2003,0
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,1
2013,0
2014,0
2015,1
2016,1
2017,1
2018,1
2019,0
2020,1
2021,1
2022,0
2023,0
2024,0
2025,0
2026,1
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,0
2034,0
2035,1
2036,1
2037,0
2038,0
2039,1
2040,0
2041,1
2042,1
2043,1
2044,1
2045,1
2046,1
2047,1
2048,1
2049,0
2050,1
2051,0
2052,1
2053,1
2054,1
2055,1
2056,0
2057,0
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,0
2067,1
2068,1
2069,1
2070,1
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,1
2078,1
2079,0
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,0
2089,0
2090,1
2091,1
2092,1
2093,0
2094,1
2095,1
2096,0
2097,1
2098,1
2099,1
2100,0
2101,0
2102,0
2103,1
2104,1
2105,0
2106,0
2107,1
2108,1
2109,1
2110,1
2111,1
2112,0
2113,1
2114,1
2115,0
2116,1
2117,1
2118,0
2119,0
2120,1
2121,0
2122,1
2123,1
2124,1
2125,0
2126,1
2127,0
2128,0
2129,1
2130,0
2131,0
2132,1
2133,1
2134,1
2135,1
2136,1
2137,0
2138,1
2139,1
2140,1
2141,1
2142,0
2143,1
2144,0
2145,1
2146,1
2147,0
2148,1
2149,1
2150,0
2151,1
2152,1
2153,0
2154,1
2155,0
2156,1
2157,1
2158,1
2159,1
2160,1
2161,0
2162,0
2163,1
2164,0
2165,1
2166,1
2167,0
2168,0
2169,0
2170,0
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,1
2178,0
2179,1
2180,1
2181,1
2182,0
2183,1
2184,1
2185,1
2186,1
2187,0
2188,0
2189,1
2190,0
2191,0
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,0
2199,1
2200,0
2201,1
2202,1
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,1
2210,1
2211,1
2212,1
2213,0
2214,1
2215,1
2216,1
2217,1
2218,0
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,1
2231,0
2232,1
2233,0
2234,1
2235,0
2236,1
2237,1
2238,1
2239,0
2240,1
2241,1
2242,0
2243,0
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,0
2258,1
2259,1
2260,1
2261,1
2262,1
2263,0
2264,1
2265,0
2266,0
2267,1
2268,0
2269,1
2270,1
2271,1
2272,1
2273,0
2274,0
2275,0
2276,1
2277,0
2278,0
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,0
2288,0
2289,0
2290,1
2291,0
2292,0
2293,0
2294,0
2295,0
2296,1
2297,0
2298,0
2299,1
2300,1
2301,1
2302,1
2303,0
2304,1
2305,1
2306,1
2307,0
2308,1
2309,1
2310,1
2311,1
2312,0
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,0
2322,1
2323,0
2324,1
2325,1
2326,1
2327,1
2328,0
2329,0
2330,1
2331,1
2332,1
2333,1
2334,1
2335,0
2336,1
2337,1
2338,0
2339,1
2340,1
2341,0
2342,1
2343,0
2344,1
2345,1
2346,0
2347,1
2348,0
2349,0
2350,1
2351,1
2352,0
2353,0
2354,0
2355,1
2356,0
2357,1
2358,1
2359,1
2360,0
2361,0
2362,1
2363,0
2364,1
2365,1
2366,1
2367,0
2368,1
2369,0
2370,0
2371,0
2372,1
2373,1
2374,1
2375,1
2376,1
2377,0
2378,1
2379,0
2380,0
2381,1
2382,0
2383,1
2384,0
2385,1
2386,1
2387,0
2388,1
2389,0
2390,1
2391,1
2392,1
2393,1
2394,0
2395,1
2396,0
2397,1
2398,1
2399,0
2400,0
2401,1
2402,1
2403,0
2404,1
2405,1
2406,1
2407,0
2408,1
2409,1
2410,0
2411,1
2412,1
2413,0
2414,1
2415,0
2416,1
2417,1
2418,1
2419,0
2420,1
2421,1
2422,1
2423,0
2424,0
2425,0
2426,0
2427,0
2428,1
2429,0
2430,1
2431,1
2432,0
2433,0
2434,0
2435,0
2436,1
2437,1
2438,1
2439,0
2440,1
2441,1
2442,1
2443,0
2444,1
2445,1
2446,1
2447,1
2448,0
2449,0
2450,1
2451,1
2452,1
2453,0
2454,0
2455,1
2456,1
2457,1
2458,1
2459,1
2460,0
2461,1
2462,1
2463,0
2464,1
2465,1
2466,1
2467,1
2468,0
2469,1
2470,1
2471,1
2472,0
2473,0
2474,1
2475,0
2476,1
2477,0
2478,1
2479,0
2480,0
2481,1
2482,1
2483,1
2484,1
2485,0
2486,0
2487,0
2488,0
2489,1
2490,1
2491,1
2492,0
2493,0
2494,1
2495,0
2496,1
2497,0
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,1
2505,1
2506,1
2507,1
2508,0
2509,1
2510,1
2511,1
2512,0
2513,0
2514,1
2515,1
2516,1
2517,0
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,0
2525,0
2526,0
2527,1
2528,0
2529,1
2530,1
2531,0
2532,1
2533,1
2534,0
2535,0
2536,1
2537,1
2538,0
2539,0
2540,1
2541,1
2542,0
2543,1
2544,1
2545,0
2546,1
2547,1
2548,0
2549,0
2550,0
2551,0
2552,1
2553,0
2554,0
2555,1
2556,1
2557,1
2558,0
2559,1
2560,1
2561,1
2562,1
2563,1
2564,0
2565,0
2566,1
2567,1
2568,1
2569,1
2570,1
2571,1
2572,0
2573,1
2574,1
2575,1
2576,0
2577,1
2578,0
2579,1
2580,0
2581,1
2582,1
2583,1
2584,0
2585,0
2586,0
2587,0
2588,1
2589,1
2590,1
2591,1
2592,0
2593,0
2594,1
2595,1
2596,1
2597,0
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,0
2611,0
2612,1
2613,1
2614,1
2615,1
2616,1
2617,1
2618,1
2619,1
2620,0
2621,0
2622,0
2623,0
2624,1
2625,0
2626,1
2627,1
2628,1
2629,1
2630,0
2631,1
2632,1
2633,1
2634,1
2635,1
2636,0
2637,0
2638,1
2639,0
2640,0
2641,1
2642,0
2643,1
2644,1
2645,1
2646,1
2647,1
2648,1
2649,0
2650,1
2651,1
2652,0
2653,0
2654,1
2655,1
2656,1
2657,1
2658,1
2659,0
2660,0
2661,1
2662,0
2663,1
2664,1
2665,0
2666,1
2667,1
2668,0
2669,0
2670,0
2671,1
2672,1
2673,1
2674,0
2675,0
2676,1
2677,1
2678,1
2679,1
2680,1
2681,0
2682,1
2683,1
2684,1
2685,0
2686,1
2687,1
2688,1
2689,1
2690,0
2691,1
2692,1
2693,0
2694,1
2695,1
2696,0
2697,1
2698,1
2699,0
2700,0
2701,0
2702,1
2703,0
2704,1
2705,0
2706,1
2707,0
2708,1
2709,1
2710,1
2711,0
2712,1
2713,1
2714,1
2715,1
2716,0
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,0
2724,1
2725,0
2726,0
2727,1
2728,0
2729,1
2730,1
2731,0
2732,1
2733,1
2734,0
2735,0
2736,0
2737,1
2738,1
2739,1
2740,1
2741,0
2742,0
2743,1
2744,1
2745,1
2746,0
2747,1
2748,1
2749,0
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2756,1
2757,1
2758,0
2759,1
2760,1
2761,1
2762,0
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,0
2770,1
2771,1
2772,0
2773,0
2774,1
2775,1
2776,1
2777,0
2778,1
2779,1
2780,0
2781,1
2782,1
2783,0
2784,0
2785,0
2786,1
2787,1
2788,1
2789,1
2790,0
2791,1
2792,1
2793,0
2794,0
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,0
2802,1
2803,1
2804,0
2805,0
2806,1
2807,0
2808,0
2809,0
2810,0
2811,1
2812,0
2813,1
2814,0
2815,0
2816,1
2817,0
2818,0
2819,1
2820,1
2821,1
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,0
2829,1
2830,1
2831,0
2832,0
2833,1
2834,1
2835,1
2836,1
2837,0
2838,0
2839,0
2840,0
2841,1
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2848,1
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,1
2856,1
2857,0
2858,0
2859,0
2860,1
2861,0
2862,0
2863,0
2864,1
2865,1
2866,0
2867,1
2868,1
2869,1
2870,0
2871,1
2872,0
2873,0
2874,0
2875,1
2876,1
2877,1
2878,1
2879,1
2880,1
2881,1
2882,0
2883,0
2884,1
2885,1
2886,0
2887,0
2888,0
2889,1
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,0
2897,0
2898,1
2899,1
2900,1
2901,0
2902,1
2903,0
2904,0
2905,1
2906,1
2907,1
2908,1
2909,0
2910,1
2911,1
2912,1
2913,0
2914,1
2915,1
2916,1
2917,0
2918,0
2919,1
2920,1
2921,0
2922,0
2923,1
2924,0
2925,1
2926,1
2927,1
2928,1
2929,0
2930,0
2931,1
2932,1
2933,1
2934,1
2935,0
2936,0
2937,0
2938,1
2939,1
2940,1
2941,0
2942,1
2943,1
2944,0
2945,1
2946,1
2947,0
2948,1
2949,1
2950,1
2951,1
2952,1
2953,0
2954,0
2955,1
2956,1
2957,1
2958,1
2959,0
2960,1
2961,0
2962,0
2963,1
2964,1
2965,1
2966,0
2967,1
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,0
2975,1
2976,0
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,0
2984,1
2985,0
2986,1
2987,0
2988,1
2989,0
2990,1
2991,0
2992,1
2993,1
2994,1
2995,0
2996,1
2997,1
2998,1
